name,phone_numbers,officialPhone,email,websites,officialWebsite,facebookLink,address_line1,address_line2,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,facilityTypeId,operatorTypeId,description,specialties,procedure,equipment,capability,distinct_social_media_presence_count,affiliated_staff_presence,custom_logo_presence,engagement_metrics_n_followers,engagement_metrics_n_likes,engagement_metrics_n_engagements,latitude,longitude
Krit Eye Hospital,"[""+919409398250""]",+919409398250,kriteyehospital@yahoo.com,"[""kriteyehospital.business.site"",""http://www.kriteyehospital.business.site/"",""https://www.facebook.com/Kriteyehospital/"",""https://www.justdial.com/Vadodara/Krit-Eye-Hospital-Near-Vrundavan-Char-Rasta-Beside-Sankheda-Dashalad-Vadi-Waghodia-Road/0265PX265-X265-171101142005-E8N9_BZDET/reviews"",""https://www.facebook.com/2023569807889091"",""https://www.bajajfinservhealth.in/hospitals/vadodara/krit-eye-hospital-waghodia""]",kriteyehospital.business.site,https://www.facebook.com/2023569807889091,Das Plaza,"Near Sankheda Dashalad Vadi, Vrundavan Char Rasta, Waghodia Road",Vadodara,Gujarat,390025.0,India,IN,hospital,null,Comprehensive Eye Hospital,"[""internalMedicine"",""ophthalmology""]",[],[],"[""Provides comprehensive eye care services"",""Located in Vadodara, Gujarat, India""]",1.0,true,true,199.0,189.0,19.0,22.30143165588370,73.2299194335937
Krita Perio Care And Implant Center,"[""+919265074692""]",+919265074692,info@kritadental.com,"[""https://www.facebook.com/103501178155584"",""https://kritadental.com/contact/"",""https://www.justdial.com/Surat/Krita-Perio-Care-And-Implant-Center-Beside-O-H-Nazar-Ayurved-Collegenear-Surat-Near-Sumuldairy-Road-Station-Road/0261PX261-X261-201123121014-U6I5_BZDET"",""kritadental.com"",""https://kivihealth.com/iam/abhishek.g.ghelani.20121"",""https://www.justdial.com/Surat/Krita-Perio-Care-And-Implant-Center-Beside-O-H-Nazar-Ayurved-CollegeNear-Surat-Near-Sumuldairy-Road-Station-Road/0261PX261-X261-201123121014-U6I5_BZDET/reviews""]",kritadental.com,https://www.facebook.com/103501178155584,"421-424, 4th Floor, Infinity Tower","Beside O H Nazar Ayurved College, Near Surat",Surat,Gujarat,395003.0,India,IN,clinic,private,"Opening hours: Mon – Sat: 10 AM – 1 PM, 04 PM – 07 PM","[""dentistry"",""periodontics"",""familyMedicine"",""prosthodontics""]","[""Tooth reshaping"",""Implant treatment and periodontal treatments"",""Dental screening and prophylaxis"",""Ceramic crowns and bridges fixing"",""Periodontal therapy procedures"",""Scraping periodontal"",""Dental implant surgery"",""Laser dentistry""]",[],"[""Krita Perio Care and Implant Center is listed in the Dr. Abhishek G Ghelani's Clinics & Address section on his profile page."",""Offers implant and periodontal treatments"",""Located in Surat, Gujarat, India"",""Dr Kinjal Ghelani is a surgeon at Krita Perio Care And Implant Center"",""Specializes in periodontal care and dental implants"",""Located in Surat, Gujarat"",""Rated 4.9/5 on JustDial with 34 reviews"",""Has operated for at least 5 years"",""Outpatient dental clinic"",""Has 5 years of healthcare experience"",""Employs dental hygienists""]",4.0,true,true,830.0,0.0,0.0,21.20693969726560,72.8391113281250
Kritanjali Dental Implant And Physiotherapy Centre,"[""+919219733233""]",+919219733233,info@kritanjalidental.com,"[""https://kritanjalidental.com/about.php"",""https://www.facebook.com/109710415277366"",""kritanjalidental.com"",""https://kritanjalidental.com/contact-us.php""]",kritanjalidental.com,https://www.facebook.com/109710415277366,New Janta Market,Kala Aam Chauraha,Bulandshahr,Uttar Pradesh,203001.0,India,IN,clinic,private,"Kritanjali Dental Implant And Physiotherapy Centre offers dental and physiotherapy services; established in 2008; located in Bulandshahr, Uttar Pradesh, India.","[""familyMedicine"",""dentistry"",""physicalMedicineAndRehabilitation""]","[""Offers dental implant procedures"",""Performs dental implant procedures"",""Promotes dental implants as an alternative to dentures"",""Provides physiotherapy treatments""]",null,"[""Based in Bulandshahr, Uttar Pradesh, India"",""Provides consultations with dental and physiotherapy specialists"",""Has a presence in Uttar Pradesh"",""Provides dental care, physiotherapy, and slimming center services"",""Specializes in dental implants"",""Offers slimming center services"",""Clinic timings: Mon-Sat 10:00am to 2:00pm and 5:00pm to 8:00pm; Sunday 10:00am to 2:00pm"",""Offers outpatient dental care and physiotherapy services"",""Offers dental care and physiotherapy services"",""Established in 2008""]",3.0,true,true,1.0,0.0,null,28.40619659423820,77.8505172729492
Krithika Hospital,"[""+919676045788""]",null,null,"[""https://www.insurancedekho.com/health-insurance/sbi-general/network-hospitals-in-hyderabad/9""]",null,https://www.facebook.com/197904750845438,Gunti Jangaiah Nagar,L. B. Nagar,Hyderabad,Telangana,500074.0,India,IN,hospital,null,"Krithika Hospital listed as a network hospital under SBI Health Insurance in Hyderabad, Telangana.","[""internalMedicine""]",[],[],"[""Krithika Hospital is SBI Health Insurance network hospital in Hyderabad.""]",null,null,true,null,null,null,17.06869888305660,78.2034454345703
Kriti Ayurvedic Clinic,"[""+919935399371""]",+919935399371,shalabh.gupta4@gmail.com,"[""https://ayurvedicconsultationonline.com/"",""ayurvedicconsultationonline.com"",""https://www.clinicspots.com/clinic/kriti-ayurvedic-clinic"",""https://www.ayurvedicconsultationonline.com/"",""https://kivihealth.com/clinic/kriti-ayurvedic-clinic"",""https://www.practo.com/delhi/therapist/dr-shalabh-kumar-gupta-ayurveda"",""https://www.facebook.com/461688080508867"",""https://www.myupchar.com/en/doctors/delhi/hari-nagar"",""https://www.practo.com/delhi/clinic/kriti-ayurvedic-clinic-hari-nagar""]",ayurvedicconsultationonline.com,https://www.facebook.com/461688080508867,"Shop Number 9, Dda Market, Vikrant Enclave, Goswami Tulsidas Marg","G-8 Area, Rajori Garden Mayapuri",Delhi,Delhi,64.0,India,IN,clinic,private,"Kriti Ayurvedic Clinic is an Ayurvedic Pediatric Clinic in Hari Nagar, Delhi. The clinic is visited by Ayurveda like Dr. Shalabh Kumar Gupta. Timings include Mon-Sat: 10:00-13:45, 17:30-20:15.","[""pediatrics"",""reproductiveEndocrinologyAndInfertility"",""andrologyAndMaleFertility"",""dermatology"",""colorectalSurgery"",""familyMedicine"",""pulmonology"",""nephrology"",""gastroenterology"",""gynecologyAndObstetrics"",""urology"",""internalMedicine"",""orthopedicSurgery"",""sexualProblems"",""psychiatry"",""neuromuscularMedicinePMR"",""allergyAndImmunology"",""endocrinologyAndDiabetesAndMetabolism""]","[""Provides holistic Ayurvedic treatments"",""Offers online Ayurvedic consultations"",""Provides Ayurvedic consultation services""]",[],"[""Treats Gynecological Disorders including amenorrhea, irregular menses, ovarian cyst/PCOD, and fibroadenoma"",""Provides offline clinic services"",""Has expertise in Ayurvedic drug manufacturing"",""Offers Piles & Fissure treatment; Skin Problems; Infertility; Diabetes Neuropathy; Hypertension; Sexual Problems"",""Established in 2005."",""Specializes in Ayurveda and alternative medicine (AYUSH)"",""Located in Hari Nagar, Delhi"",""Has 1 doctor on staff: Dr. Shalabh Gupta (Ayurveda) with 20 years of experience"",""Treats Kidney Disease including renal calculi, urinary tract infection, chyluria, chronic renal failure, and benign prostate hypertrophy"",""Doctor Shalabh Kumar Gupta specializes in Ayurvedic treatment and management of neuromuscular disorders, respiratory diseases, immunity-related illnesses, gastrointestinal problems and psychosomatic sexual disorders"",""Has 1 practicing Ayurvedic doctor, Dr. Shalabh Kumar Gupta (BAMS) with 20 years of experience"",""Offers online consultations across cities"",""Practices Ayurvedic medicine since 2005"",""Operates Kriti Ayurvedic Clinic in Delhi (G-8 Area Rajori Garden Mayapuri)"",""Treats Respiratory Disease including asthma, chronic bronchitis, and recurrent common cold/eosinophilia"",""Treats GIT Disease including acidity, abdominal discomfort, digestive disorders & chronic constipation, and jaundice"",""Provides Ayurvedic treatment using pure Ayurvedic medicines."",""Treats Bone & Joint Diseases including arthritis, rheumatoid arthritis, cervical spondylitis, lumbar spondylitis, and sciatica"",""Operates as a multi-speciality clinic"",""Kriti Ayurvedic Clinic is an Ayurvedic Pediatric Clinic""]",3.0,true,true,1000.0,931.0,null,28.63143730163570,77.1176147460937
Kriti Diagnostic,"[""+919014215153""]",null,null,"[""https://www.justdial.com/Anantapur/Kriti-Diagnostic-Opposite-Hotel-Rajahamsa-Khaja-Nagar-Khaja-Nagar/9999P8554-8554-220416172731-Q2V4_BZDET"",""https://www.mediyaar.com/anantapur/labs/kriti-diagnostics-old-town.html""]",null,https://www.facebook.com/104567238626218,"Door No 13-3-512, Opposite Hotel Rajahamsa",Khaja Nagar,Anantapur,Andhra Pradesh,515001.0,India,IN,clinic,private,"Diagnostic And Pathology, Health Checkup Packages","[""pathology"",""familyMedicine""]","[""Provides diagnostic and pathology testing"",""Performs blood group testing"",""Offers Full Body Checkup packages"",""Offers health checkup packages"",""Performs blood tests""]",[],"[""Diagnostic centre located in Anantapur, Andhra Pradesh"",""Pathology laboratory located in Old Town, Anantapur"",""Year of Establishment: 2021""]",6.0,false,false,null,null,null,14.68191719055170,77.5964202880859
Kriti Speech And Hearing Clinic,"[""+918296474912""]",null,null,"[""https://www.justdial.com/Mandya/Kriti-speech-and-hearing-clinic-Nehru-Nagar-Mandya/9999P8232-8232-220813121447-J7E3_BZDET/reviews"",""https://bestsoundcenter.in/partners/partner/kriti-speech-and-hearing-clinic/""]",https://bestsoundcenter.in/partners/partner/kriti-speech-and-hearing-clinic/,https://www.facebook.com/107904818573369,"Jaya Niwas, Behind Government Hospital And Nirala Clinic, 2nd Corss, Nehru Nagar",null,Mandya,Karnataka,571401.0,India,IN,clinic,null,null,"[""familyMedicine"",""otolaryngology""]",null,null,null,0.0,false,null,null,null,null,12.52395153045650,76.8997497558593
Kritika Dental Clinic,"[""+918800381386""]",+918800381386,amitkumarpdm@gmail.com,"[""https://www.facebook.com/105327041640265"",""https://chotu.com/local/dental-clinics-in-mahavir-enclave-new-delhi-delhi-ncr-delhi-ncr-india/ct-18418334/""]",null,https://www.facebook.com/105327041640265,2157a,"Pocket9, Block Rz D",New Delhi,Delhi,110045.0,India,IN,clinic,null,"Dental services for your whole family; Root Canal Treatment (RCT), Scaling, composite filling, Crown & Bridge (Metal, PFM, Zirconia), Complete denture, Removable Partial Denture, Tooth Extraction, Orthodontic Treatment.","[""familyMedicine""]",null,null,null,1.0,true,null,92.0,89.0,null,28.59550857543940,77.0858612060546
Kritika Homeo Clinic,"[""+919460803734""]",+919460803734,null,"[""https://www.facebook.com/387972454989117""]",null,https://www.facebook.com/387972454989117,Nasiya Colony,null,Gangapur City,Rajasthan,322201.0,India,IN,clinic,null,null,"[""familyMedicine""]",[],[],[],1.0,null,null,null,null,null,26.47539329528800,76.7294692993164
Kriyashila Hospitals. Nephro-urology and multispeciality center,"[""+919620504504""]",+919620504504,kriyashilahospitals@gmail.com,"[""http://www.kriyashilahospitals.com/"",""https://www.facebook.com/102144835894734"",""kriyashilahospitals.com""]",kriyashilahospitals.com,https://www.facebook.com/102144835894734,"K Narayanapura Road, Kothanur",null,Bangalore,Karnataka,560077.0,India,IN,hospital,private,Nephro-urology and multispeciality center,"[""internalMedicine"",""nephrology"",""urology""]",[],[],[],1.0,false,null,203.0,196.0,null,13.06788063049310,77.6321105957031
KROWN Dental & Cosmetic Clinic,"[""+919769373808""]",+919769373808,drneelam.kamble@outlook.com,"[""https://www.facebook.com/1011988018941336""]",null,https://www.facebook.com/1011988018941336,"C5/13/0:4, Sector 4, Panchvati Apt, Behind Sector 4 Market, Cbd Belapur",null,Navi Mumbai,Maharashtra,400614.0,India,IN,clinic,private,null,"[""dentistry"",""familyMedicine""]",null,null,null,null,null,null,null,null,null,19.02572631835930,73.0434112548828
KRS Nulife Hospitals,"[""+919150033572"",""+914524009000""]",+919150033572,krsnulifehospitals@gmail.com,"[""krsnulife.com"",""https://www.facebook.com/108920001523572"",""http://www.krsnulife.com/"",""https://www.policyx.com/health-insurance/network-hospitals/niva-bupa-madurai-tamil-nadu/""]",krsnulife.com,https://www.facebook.com/108920001523572,38d 1st Cross East Main Road,Annanagar,Madurai,Tamil Nadu,625020.0,India,IN,hospital,private,Transforming Health,"[""internalMedicine""]",[],[],"[""KRS NULIFE HOSPITALS PRIVATE LIMITED is listed as a Niva Bupa Network Hospital in Madurai, Tamil Nadu.""]",5.0,false,true,4200.0,219.0,2.0,9.92325019836425,78.1418457031250
KRSNA Clinic,"[""+919560608307"",""+911244047101""]",+919560608307,drravisauhta@gmail.com,"[""krsnaclinic.com"",""https://www.facebook.com/p/Krsna-Clinic-100066307669600/"",""https://www.eka.care/clinic/krsna-specialty-clinic-gurugram"",""https://www.facebook.com/100082881415237/"",""https://www.facebook.com/110678061662642"",""https://www.justdial.com/Gurgaon/Dr-Ravi-Sauhta-KRSNA-Clinic-Near-Supermart-Ii-Dlf-Phase-Iv-Sushant-Lok/011PXX11-XX11-150804182832-G0L0_BZDET"",""http://www.krsnaclinic.com/""]",krsnaclinic.com,https://www.facebook.com/110678061662642,Number 101-d,"Near Supermart-ii, Dlf Phase Iv, Sushant Lok",Gurgaon,Haryana,122009.0,India,IN,clinic,private,"One of the Leading Multi-Speciality Orthopaedic Healthcare Institutions located in Gurugram, Haryana.","[""orthopedicSurgery"",""familyMedicine""]",[],[],"[""Dr. Ravi Sauhta, Orthopedics, has 35 years of experience"",""Leading multi-speciality orthopaedic healthcare institution located in Gurugram, Haryana, India"",""Specializes in orthopedic care"",""KRSNA Clinic is described as a leading multi-speciality orthopaedic healthcare institution located in Gurugram, Haryana, India."",""KRSNA Clinic specializes in orthopaedics."",""Outpatient orthopedic clinic""]",1.0,true,true,1.0,1.0,null,28.46148872375480,77.0882644653320
Krupa Diabetes Centre,"[""+919448446678"",""+918023495225""]",+918023495225,null,"[""https://www.mappls.com/73248z""]",null,https://www.facebook.com/124228891777329,"1149, 14th Main Road","West Of Chord Road Stage 2, Basaveshvara Nagar, Opposite Shankar Matt",Bengaluru,Karnataka,560086.0,India,IN,clinic,null,Diabetes/Sugar Clinic,"[""familyMedicine"",""endocrinologyAndDiabetesAndMetabolism""]",[],[],"[""Provides diabetes clinic services""]",null,null,null,null,null,null,13.00011825561520,77.5412597656250
Krupa ENT Clinic,"[""+917892812082""]",+917892812082,krupaentclinic@gmail.com,"[""https://www.justdial.com/Koppal/Krupa-Ent-Clinic-Bus-Stand-Road-GANGAVATHI-Gangavathi/9999P8534-8534-221222110037-L8H5_BZDET/reviews"",""https://krupa-ent-clinic.business.site/?utm_source=gmb&utm_medium=referral"",""https://www.justdial.com/Koppal/Krupa-Ent-Clinic-Bus-Stand-Road-Gangavathi-Gangavathi/9999P8534-8534-221222110037-L8H5_BZDET"",""https://www.facebook.com/104088795923555"",""https://www.justdial.com/Koppal/ENT-Doctors-in-Gangavati-Julynagar/nct-10189442"",""krupa-ent-clinic.business.site""]",krupa-ent-clinic.business.site,https://www.facebook.com/104088795923555,Bus Stand Road,H R S Complex,Gangavathi,Karnataka,583227.0,India,IN,clinic,null,"ENT clinic near Somaraju Hospital, Gangavathi, Koppal. Opens at 10:00 AM. 2 Years in Healthcare.","[""pediatricOtolaryngology"",""familyMedicine"",""otolaryngology"",""neurotologyAndOtology""]",[],[],"[""Has 2 years in healthcare"",""ENT clinic specializing in ear, nose, and throat care""]",5.0,true,true,21.0,20.0,null,15.42764472961420,76.5314407348632
Krushna Clinical Laboratory,"[""+919764712833""]",+919764712833,krishnalabvita@gmail.com,"[""http://plabs.vdfindia.org/krushn_lab.html"",""https://www.justdial.com/Beed/Krushna-Clinical-Laboratory-Near-Sakhare-Hospital-Kaij/9999P2442-2442-220513180014-F8Z9_BZDET""]",null,https://www.facebook.com/100585721405928,"Near Sakhare Hospital, Main Road",Near S.t.stand Vita,Kaij,Maharashtra,431123.0,India,IN,clinic,null,Open 24 Hrs; 4 Years in Healthcare,"[""pathology"",""familyMedicine""]","[""Sputum inspection"",""Provides laboratory testing services"",""Blood inspection"",""Urine inspection""]","[""Computerized laboratory facilities""]","[""Open 24 Hrs"",""Car parking"",""24 hours service"",""Wheelchair accessible"",""24 hours emergency service"",""Has 4 years in healthcare"",""Established in 2021""]",0.0,true,false,null,null,null,17.27307510375970,74.5423507690429
